nome,url,preço,local,hora,data
"Suporte Universal para Celulares - Suporte ""Preguiçoso""",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/suporte-universal-para-celulares-suporte-preguicoso-658336724?xtmc=celular&xtnp=8&xtcr=6,R$ 175,"Rio de Janeiro, Higienópolis",09:49,Hoje
Vendo celular positivo Twist 2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-celular-positivo-twist-2-658208570?xtmc=celular&xtnp=8&xtcr=7,R$ 200,"Rio de Janeiro, Maracanã",16:02,Ontem
Samsung j7 metal,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j7-metal-658207684?xtmc=celular&xtnp=8&xtcr=8,R$ 250,"Rio de Janeiro, Ramos",15:59,Ontem
Power Bank Anker PowerCore 13.000mAh Carregador Portátil,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/power-bank-anker-powercore-13-000mah-carregador-portatil-658232405?xtmc=celular&xtnp=8&xtcr=9,R$ 200,"Rio de Janeiro, Guadalupe",17:28,Ontem
Óculos gear vr,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/oculos-gear-vr-658231996?xtmc=celular&xtnp=8&xtcr=10,R$ 300,"Rio de Janeiro, Marechal Hermes",17:26,Ontem
IPhone SE 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-64gb-658231800?xtmc=celular&xtnp=8&xtcr=11,R$ 1.300,"Rio de Janeiro, Jardim Guanabara",17:26,Ontem
J5 prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j5-prime-658203190?xtmc=celular&xtnp=8&xtcr=12,R$ 300,"Rio de Janeiro, Ramos",15:43,Ontem
Motorola one vision,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-one-vision-658231117?xtmc=celular&xtnp=8&xtcr=13,R$ 1.500,"Rio de Janeiro, Bonsucesso",17:23,Ontem
IPhone 7 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-658201328?xtmc=celular&xtnp=8&xtcr=14,R$ 2.400,"Rio de Janeiro, Piedade",15:36,Ontem
Iphone 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-658228833?xtmc=celular&xtnp=8&xtcr=15,R$ 1.200,"Rio de Janeiro, Maré",17:14,Ontem
Vendo um Motorola one,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-um-motorola-one-658199593?xtmc=celular&xtnp=8&xtcr=16,R$ 1.000,"Rio de Janeiro, Rocha Miranda",15:30,Ontem
Xiaomi 6pro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-6pro-658225265?xtmc=celular&xtnp=8&xtcr=17,R$ 650,"Rio de Janeiro, Ramos",17:00,Ontem
J4+ com Nota fiscal,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j4-com-nota-fiscal-658195062?xtmc=celular&xtnp=8&xtcr=18,R$ 500,"Rio de Janeiro, Bonsucesso",15:15,Ontem
Samsung galaxy win ll Leia tudo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-win-ll-leia-tudo-658193993?xtmc=celular&xtnp=8&xtcr=19,R$ 30,"Rio de Janeiro, Irajá",15:11,Ontem
IPhone 8 Plus - Red Product,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-red-product-658222935?xtmc=celular&xtnp=8&xtcr=20,R$ 2.999,Rio de Janeiro,16:52,Ontem
IPhone 7 128GB Rose zero,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-zero-658222687?xtmc=celular&xtnp=8&xtcr=21,R$ 1.700,"Rio de Janeiro, Engenho de Dentro",16:51,Ontem
"Samsung Galaxy M20 4Gb / 64Gb, Lacrado c/ NF e Garantia (Até 10x no Cartão)",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-m20-4gb-64gb-lacrado-c-nf-e-garantia-ate-10x-no-cartao-658193606?xtmc=celular&xtnp=8&xtcr=22,R$ 899,"Rio de Janeiro, Olaria",15:10,Ontem
Celular Samsung J5 em excelente estado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-samsung-j5-em-excelente-estado-658193499?xtmc=celular&xtnp=8&xtcr=23,R$ 200,"Rio de Janeiro, Penha Circular",15:09,Ontem
Samsung j8 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j8-plus-658192801?xtmc=celular&xtnp=8&xtcr=24,R$ 600,"Rio de Janeiro, Olaria",15:07,Ontem
S7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s7-658192396?xtmc=celular&xtnp=8&xtcr=25,R$ 500,"Rio de Janeiro, Bonsucesso",15:06,Ontem
IPhone 5s novíssimo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5s-novissimo-658191851?xtmc=celular&xtnp=8&xtcr=26,R$ 450,"Rio de Janeiro, Cachambi",15:04,Ontem
Celular Samsung Galaxy J5prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-samsung-galaxy-j5prime-658219707?xtmc=celular&xtnp=8&xtcr=27,R$ 500,"Rio de Janeiro, Maracanã",16:40,Ontem
IPhone 7 128GB Rose novo com garantia Apple,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-com-garantia-apple-658217930?xtmc=celular&xtnp=8&xtcr=28,R$ 1.700,Rio de Janeiro,16:34,Ontem
IPhone 7 128GB Rose zero garantia Apple loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-zero-garantia-apple-loja-fisica-658187025?xtmc=celular&xtnp=8&xtcr=29,R$ 1.700,Rio de Janeiro,14:49,Ontem
Troco Samsung j5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/troco-samsung-j5-658187361?xtmc=celular&xtnp=8&xtcr=30,R$ 300,"Rio de Janeiro, Jardim América",14:48,Ontem
Aparelho celular Moto G7 Plus muito novo na garantia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/aparelho-celular-moto-g7-plus-muito-novo-na-garantia-658216200?xtmc=celular&xtnp=8&xtcr=31,R$ 1.000,"Rio de Janeiro, Todos os Santos",16:26,Ontem
Samsung galaxy duos gran prime leia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-duos-gran-prime-leia-658185638?xtmc=celular&xtnp=8&xtcr=32,R$ 150,"Rio de Janeiro, Irajá",14:45,Ontem
Moto g5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5-658214773?xtmc=celular&xtnp=8&xtcr=33,R$ 400,"Rio de Janeiro, São Cristóvão",16:23,Ontem
Vendo LG k10 com um pouco trincado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-lg-k10-com-um-pouco-trincado-658214362?xtmc=celular&xtnp=8&xtcr=34,R$ 150,"Rio de Janeiro, Engenho Novo",16:20,Ontem
Moto X 2 (2* geração),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-x-2-2-geracao-658213710?xtmc=celular&xtnp=8&xtcr=35,R$ 400,"Rio de Janeiro, Pilares",16:19,Ontem
IPhone 6s Plus 64GB Dourado semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-plus-64gb-dourado-semi-novo-loja-fisica-658213225?xtmc=celular&xtnp=8&xtcr=36,R$ 1.600,Rio de Janeiro,16:18,Ontem
IPhone 7 32GB Prata semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-prata-semi-novo-loja-fisica-658182827?xtmc=celular&xtnp=8&xtcr=37,R$ 1.550,Rio de Janeiro,14:36,Ontem
IPhone XR 64GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-xr-64gb-658181298?xtmc=celular&xtnp=8&xtcr=38,R$ 3.000,"Rio de Janeiro, Méier",14:32,Ontem
IPhone 8 Plus 64 gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-64-gigas-658211677?xtmc=celular&xtnp=8&xtcr=39,R$ 3.000,"Rio de Janeiro, Vicente de Carvalho",16:12,Ontem
Telefone fixo gôndola rosa,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/telefone-fixo-gondola-rosa-658211140?xtmc=celular&xtnp=8&xtcr=40,R$ 25,"Rio de Janeiro, Anchieta",16:10,Ontem
Celular LG k 10 (2017),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-lg-k-10-2017-658211112?xtmc=celular&xtnp=8&xtcr=41,R$ 220,"Rio de Janeiro, Pavuna",16:10,Ontem
IPhone 8 plus 64 gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-64-gigas-658210588?xtmc=celular&xtnp=8&xtcr=42,R$ 3.000,"Rio de Janeiro, Vicente de Carvalho",16:08,Ontem
V/T LG G6 870 Astro Black 32 GB 4 RAM SNAPDRAGON 821,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/v-t-lg-g6-870-astro-black-32-gb-4-ram-snapdragon-821-658209590?xtmc=celular&xtnp=8&xtcr=43,R$ 750,"Rio de Janeiro, Engenho de Dentro",16:05,Ontem
Vendo iPhone 6s gold,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-6s-gold-658208932?xtmc=celular&xtnp=8&xtcr=44,R$ 1.200,"Rio de Janeiro, Bonsucesso",16:03,Ontem
Vende se moto G5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vende-se-moto-g5-658176358?xtmc=celular&xtnp=8&xtcr=45,R$ 350,"Rio de Janeiro, Jacaré",14:18,Ontem
Xiaomi note 5 v/t,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-note-5-v-t-658204986?xtmc=celular&xtnp=8&xtcr=46,R$ 700,"Rio de Janeiro, Lins de Vasconcelos",15:49,Ontem
IPhone 6S,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-658172712?xtmc=celular&xtnp=8&xtcr=47,R$ 1.100,"Rio de Janeiro, Rio Comprido",14:08,Ontem
IPhone 6s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-658203530?xtmc=celular&xtnp=8&xtcr=48,R$ 200,"Rio de Janeiro, Irajá",15:44,Ontem
J5 prime 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j5-prime-32gb-658202377?xtmc=celular&xtnp=8&xtcr=49,R$ 370,"Rio de Janeiro, Jardim Carioca",15:40,Ontem
"Smartphone Motorola Moto G7 Play XT1952 32GB, na caixa sem uso com garantia",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/smartphone-motorola-moto-g7-play-xt1952-32gb-na-caixa-sem-uso-com-garantia-658169371?xtmc=celular&xtnp=8&xtcr=50,R$ 599,"Rio de Janeiro, Tijuca",13:58,Ontem
IPhone 6 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-plus-658123288?xtmc=celular&xtnp=9&xtcr=1,R$ 850,"Rio de Janeiro, Piedade",11:49,Ontem
One Vision,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/one-vision-658122232?xtmc=celular&xtnp=9&xtcr=2,R$ 1.400,"Rio de Janeiro, Caju",11:44,Ontem
IPhone 6S,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-658172712?xtmc=celular&xtnp=9&xtcr=3,R$ 1.100,"Rio de Janeiro, Rio Comprido",14:08,Ontem
IPhone SE,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-658118358?xtmc=celular&xtnp=9&xtcr=4,R$ 550,"Rio de Janeiro, Benfica",11:36,Ontem
"Smartphone Motorola Moto G7 Play XT1952 32GB, na caixa sem uso com garantia",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/smartphone-motorola-moto-g7-play-xt1952-32gb-na-caixa-sem-uso-com-garantia-658169371?xtmc=celular&xtnp=9&xtcr=5,R$ 599,"Rio de Janeiro, Tijuca",13:58,Ontem
Galaxy J1 2016,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-j1-2016-658117032?xtmc=celular&xtnp=9&xtcr=6,R$ 150,"Rio de Janeiro, Vilar dos Teles",11:31,Ontem
IPhone XR Black,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-xr-black-658167467?xtmc=celular&xtnp=9&xtcr=7,R$ 3.200,"Rio de Janeiro, Méier",13:53,Ontem
Wl,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/wl-658115879?xtmc=celular&xtnp=9&xtcr=8,R$ 550,"Rio de Janeiro, Quintino Bocaiúva",11:27,Ontem
Bracelete Mi band 3/4 Miband,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/bracelete-mi-band-3-4-miband-658115088?xtmc=celular&xtnp=9&xtcr=9,R$ 15,"Rio de Janeiro, Penha Circular",11:26,Ontem
Moto g5 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5-plus-658166494?xtmc=celular&xtnp=9&xtcr=10,R$ 380,"Rio de Janeiro, Ramos",13:50,Ontem
Iphone 7 plus dourado 32 gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-dourado-32-gb-658166018?xtmc=celular&xtnp=9&xtcr=11,R$ 1.850,"Rio de Janeiro, Cavalcanti",13:48,Ontem
IPhone 6,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-658112670?xtmc=celular&xtnp=9&xtcr=12,R$ 750,"Rio de Janeiro, Pavuna",11:19,Ontem
Celular Samsung A30,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-samsung-a30-658112407?xtmc=celular&xtnp=9&xtcr=13,R$ 850,"Rio de Janeiro, Ramos",11:18,Ontem
Samsung Galaxy Note 9,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-note-9-658162969?xtmc=celular&xtnp=9&xtcr=14,R$ 2.300,"Rio de Janeiro, Pavuna",13:40,Ontem
Lote de celulares antigos,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lote-de-celulares-antigos-658111956?xtmc=celular&xtnp=9&xtcr=15,R$ 90,"Rio de Janeiro, Méier",11:15,Ontem
J7 metal,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-metal-658163393?xtmc=celular&xtnp=9&xtcr=16,R$ 180,"Rio de Janeiro, Engenho de Dentro",13:39,Ontem
Samsung j5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j5-658111825?xtmc=celular&xtnp=9&xtcr=17,R$ 250,"Rio de Janeiro, Tijuca",11:15,Ontem
Moto G5PLUS,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5plus-658162329?xtmc=celular&xtnp=9&xtcr=18,R$ 350,"Rio de Janeiro, Penha",13:38,Ontem
Headphone Easy Mobile,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/headphone-easy-mobile-658160692?xtmc=celular&xtnp=9&xtcr=19,R$ 190,"Rio de Janeiro, Abolição",13:33,Ontem
Samsung A5 2017,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-a5-2017-658108665?xtmc=celular&xtnp=9&xtcr=20,R$ 250,"Rio de Janeiro, Engenho de Dentro",11:05,Ontem
IPhone 5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5-658158742?xtmc=celular&xtnp=9&xtcr=21,R$ 299,"Rio de Janeiro, Guadalupe",13:28,Ontem
J6 em perfeito estado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j6-em-perfeito-estado-658157527?xtmc=celular&xtnp=9&xtcr=22,R$ 300,"Rio de Janeiro, Manguinhos",13:24,Ontem
IPhone 6s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-658154544?xtmc=celular&xtnp=9&xtcr=23,R$ 1.127,"Rio de Janeiro, Tijuca",13:16,Ontem
Moto g6 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g6-plus-658103919?xtmc=celular&xtnp=9&xtcr=24,R$ 500,"Rio de Janeiro, Acari",10:53,Ontem
Celular Nokia xpress music,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-nokia-xpress-music-658154503?xtmc=celular&xtnp=9&xtcr=25,R$ 60,"Rio de Janeiro, Quintino Bocaiúva",13:16,Ontem
J6+ Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j6-plus-658154455?xtmc=celular&xtnp=9&xtcr=26,R$ 600,"Rio de Janeiro, Madureira",13:16,Ontem
Motorola moto g5s Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-moto-g5s-plus-658153695?xtmc=celular&xtnp=9&xtcr=27,R$ 350,"Rio de Janeiro, Rio Comprido",13:14,Ontem
Moto G5 32 GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5-32-gb-658153374?xtmc=celular&xtnp=9&xtcr=28,R$ 249,"Rio de Janeiro, Irajá",13:13,Ontem
Celular,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-658151356?xtmc=celular&xtnp=9&xtcr=29,R$ 750,"Rio de Janeiro, São Cristóvão",13:08,Ontem
IPhone 8 Plus black,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-black-658100339?xtmc=celular&xtnp=9&xtcr=30,R$ 2.900,"Rio de Janeiro, Nossa Senhora das Graças",10:43,Ontem
Galaxy S6 Edge tudo funcionando,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-s6-edge-tudo-funcionando-658100201?xtmc=celular&xtnp=9&xtcr=31,R$ 350,"Rio de Janeiro, Engenho Novo",10:43,Ontem
Pulseira Zeblaze Arch Plus Oled 0.87 Sono Passos Batimentos,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/pulseira-zeblaze-arch-plus-oled-0-87-sono-passos-batimentos-658147846?xtmc=celular&xtnp=9&xtcr=32,R$ 99,"Rio de Janeiro, Piedade",12:58,Ontem
Moto g6 (sem marcas de uso),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g6-sem-marcas-de-uso-658147158?xtmc=celular&xtnp=9&xtcr=33,R$ 550,"Rio de Janeiro, Benfica",12:56,Ontem
IPhone 7 128 Gb na caixa,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128-gb-na-caixa-658096952?xtmc=celular&xtnp=9&xtcr=34,R$ 1.100,"Rio de Janeiro, Tijuca",10:32,Ontem
Vendo moto x 1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-moto-x-1-658096301?xtmc=celular&xtnp=9&xtcr=35,R$ 230,"Rio de Janeiro, Rio Comprido",10:30,Ontem
Celular Nextel Motorola I475 (Leia O Anúncio),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-nextel-motorola-i475-leia-o-anuncio-658144806?xtmc=celular&xtnp=9&xtcr=36,R$ 30,"Rio de Janeiro, Piedade",12:49,Ontem
IPhone,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-658144473?xtmc=celular&xtnp=9&xtcr=37,R$ 2.000,"Rio de Janeiro, Quintino Bocaiúva",12:48,Ontem
Motorola One Vision 128gb só VENDA,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-one-vision-128gb-so-venda-658140826?xtmc=celular&xtnp=9&xtcr=38,R$ 1.100,Rio de Janeiro,12:37,Ontem
"Samsung S6 com tela fixa e linha, em uso esquenta",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-s6-com-tela-fixa-e-linha-em-uso-esquenta-658088593?xtmc=celular&xtnp=9&xtcr=39,R$ 390,"Rio de Janeiro, Irajá",10:07,Ontem
Iphone SE 32gb para quem é exigente,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-32gb-para-quem-e-exigente-658088284?xtmc=celular&xtnp=9&xtcr=40,R$ 700,"Rio de Janeiro, Abolição",10:06,Ontem
Samsung Galaxy j5 prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-j5-prime-658137168?xtmc=celular&xtnp=9&xtcr=41,R$ 280,"Rio de Janeiro, Maré",12:27,Ontem
Iphone 5s de 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5s-de-32gb-658087192?xtmc=celular&xtnp=9&xtcr=42,R$ 380,"Rio de Janeiro, Tijuca",10:03,Ontem
Vendo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-658136013?xtmc=celular&xtnp=9&xtcr=43,R$ 500,"Rio de Janeiro, Braz de Pina",12:21,Ontem
Tablet Dell,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/tablet-dell-658085598?xtmc=celular&xtnp=9&xtcr=44,R$ 200,"Rio de Janeiro, Pavuna",09:56,Ontem
TROCO A70 128gb NOVO,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/troco-a70-128gb-novo-658082489?xtmc=celular&xtnp=9&xtcr=45,,"Rio de Janeiro, Engenho Novo",09:49,Ontem
Adaptador Fita Carregador Sem Fio Wireless Por Indução Iphone,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/adaptador-fita-carregador-sem-fio-wireless-por-inducao-iphone-580236204?xtmc=celular&xtnp=9&xtcr=46,R$ 17,"Rio de Janeiro, São Cristóvão",09:48,Ontem
Samsung Galaxy A50,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-a50-658081001?xtmc=celular&xtnp=9&xtcr=47,R$ 1.400,"Rio de Janeiro, Tijuca",09:44,Ontem
Galaxy J2 Prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-j2-prime-658129222?xtmc=celular&xtnp=9&xtcr=48,R$ 400,"Rio de Janeiro, Rio Comprido",12:05,Ontem
S7 edge,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s7-edge-658127950?xtmc=celular&xtnp=9&xtcr=49,R$ 450,"Rio de Janeiro, Anchieta",12:01,Ontem
Motorola one action lacrado com NF,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-one-action-lacrado-com-nf-658127316?xtmc=celular&xtnp=9&xtcr=50,R$ 1.400,"Rio de Janeiro, Ricardo de Albuquerque",11:59,Ontem
Note 8 128gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/note-8-128gigas-658171854?xtmc=celular&xtnp=10&xtcr=1,R$ 1.700,"Rio de Janeiro, Inhaúma",14:05,Ontem
Kit Smartphones G6play & E5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/kit-smartphones-g6play-e5-658264530?xtmc=celular&xtnp=10&xtcr=3,R$ 450,"Rio de Janeiro, Méier",19:22,Ontem
Lg k10 (novo),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-k10-novo-658264363?xtmc=celular&xtnp=10&xtcr=4,R$ 250,"Rio de Janeiro, Vila da Penha",19:22,Ontem
IPhone 6s 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-32gb-658263703?xtmc=celular&xtnp=10&xtcr=5,R$ 1.150,"Rio de Janeiro, Madureira",19:19,Ontem
IPhone 7 Plus 32Gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-32gb-658170013?xtmc=celular&xtnp=10&xtcr=6,R$ 2.100,"Rio de Janeiro, Méier",14:00,Ontem
Vendo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-658217255?xtmc=celular&xtnp=10&xtcr=7,R$ 850,"Rio de Janeiro, Maré",16:32,Ontem
J7 prime 2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-prime-2-658167498?xtmc=celular&xtnp=10&xtcr=8,R$ 400,"Rio de Janeiro, Dendê",13:53,Ontem
IPhone 6 16gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-16gb-658166109?xtmc=celular&xtnp=10&xtcr=9,R$ 600,"Rio de Janeiro, Cascadura",13:48,Ontem
Bateria do moto x 1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/bateria-do-moto-x-1-658165917?xtmc=celular&xtnp=10&xtcr=10,R$ 35,"Rio de Janeiro, Rio Comprido",13:48,Ontem
S6 Edge 64 gigas . telão grande,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s6-edge-64-gigas-telao-grande-658259926?xtmc=celular&xtnp=10&xtcr=11,R$ 350,Rio de Janeiro,19:03,Ontem
Samsung galaxy j8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-j8-658214686?xtmc=celular&xtnp=10&xtcr=12,R$ 600,"Rio de Janeiro, Jacaré",16:23,Ontem
Iphone 7 de 32gb original desbloqueado barato! Leia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-de-32gb-original-desbloqueado-barato-leia-658259635?xtmc=celular&xtnp=10&xtcr=13,R$ 950,"Rio de Janeiro, Méier",19:02,Ontem
Vendo iphone 128,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-128-658164398?xtmc=celular&xtnp=10&xtcr=14,R$ 1.500,"Rio de Janeiro, São Cristóvão",13:44,Ontem
Moto G7 32 gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-32-gigas-658163834?xtmc=celular&xtnp=10&xtcr=15,R$ 700,"Rio de Janeiro, Olaria",13:40,Ontem
IPhone 7 32gb. desbloqueado ainda na garantia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-desbloqueado-ainda-na-garantia-658212709?xtmc=celular&xtnp=10&xtcr=16,R$ 1.500,"Rio de Janeiro, Bento Ribeiro",16:16,Ontem
IPhone 7 Plus 128gb preto desbloqueado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-128gb-preto-desbloqueado-658257948?xtmc=celular&xtnp=10&xtcr=17,R$ 1.899,"Rio de Janeiro, Méier",18:55,Ontem
Celular Asus M1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-asus-m1-658161899?xtmc=celular&xtnp=10&xtcr=18,R$ 550,"Rio de Janeiro, Encantado",13:36,Ontem
Asus Zenfone Go tv e radio e um et kkk aproveita,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/asus-zenfone-go-tv-e-radio-e-um-et-kkk-aproveita-658210688?xtmc=celular&xtnp=10&xtcr=19,R$ 150,"Rio de Janeiro, Inhaúma",16:09,Ontem
6s 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/6s-32gb-658210057?xtmc=celular&xtnp=10&xtcr=20,R$ 950,"Rio de Janeiro, Irajá",16:07,Ontem
Zenfone 2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/zenfone-2-658209650?xtmc=celular&xtnp=10&xtcr=21,R$ 170,"Rio de Janeiro, Coelho Neto",16:05,Ontem
IPhone 7 Plus dourado 32 gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-dourado-32-gb-658209477?xtmc=celular&xtnp=10&xtcr=22,R$ 1.800,"Rio de Janeiro, Bancários",16:05,Ontem
